STIG_ID,STIG_Title,STIG_Severity,STIG_File,CCI_ID,CCI_Definition,NIST_800-53_Refs,NIST_800-171_Refs,NIST_800-172_Refs,Control_Family,CMMC_Level1_Practice,CMMC_Level2_Practice,CMMC_Level3_Practice,SPRS_Weight
SV-235165r960960_rule,"Database software, including MySQL Database Server 8.0 configuration files, must be stored in dedicated directories, or DASD pools (remove), separate from the host OS and other applications.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001499,Limit privileges to change software resident within software libraries.,CM-5 (6); CM-5 (6).1,3.4.5,,Configuration Management,,CM.L2-3.4.5,,3
SV-235166r960960_rule,"The role(s)/group(s) used to modify database structure (including but not necessarily limited to tables, indexes, storage, etc.) and logic modules (stored procedures, functions, triggers, links to sof",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001499,Limit privileges to change software resident within software libraries.,CM-5 (6); CM-5 (6).1,3.4.5,,Configuration Management,,CM.L2-3.4.5,,3
SV-235167r961470_rule,"The MySQL Database Server 8.0 must disable network functions, ports, protocols, and services deemed by the organization to be nonsecure, in accord with the Ports, Protocols, and Services Management (P",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001762,"Disable or remove organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure.",CM-7 (1) (b),,,,,,,
SV-235168r1018614_rule,"The MySQL Database Server 8.0 must prohibit user installation of logic modules (stored procedures, functions, triggers, views, etc.) without explicit privileged status.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001812,The information system prohibits user installation of software without explicit privileged status.,CM-11 (2),3.4.9,,Configuration Management,,CM.L2-3.4.9,,3
SV-235169r961461_rule,The MySQL Database Server 8.0 must enforce access restrictions associated with changes to the configuration of the MySQL Database Server 8.0 or database(s).,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001813,Enforce access restrictions using organization-defined mechanisms.,CM-5 (1); CM-5 (1) (a),3.4.5,,Configuration Management,,CM.L2-3.4.5,,3
SV-235170r1018615_rule,The MySQL Database Server 8.0 must produce audit records of its enforcement of access restrictions associated with changes to the configuration of the MySQL Database Server 8.0 or database(s).,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001814,The Information system supports auditing of the enforcement actions.,CM-5 (1),3.4.5,,Configuration Management,,CM.L2-3.4.5,,3
SV-235173r961392_rule,The MySQL Database Server 8.0 must allocate audit record storage capacity in accordance with organization-defined audit record storage requirements.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001849,Allocate audit log storage capacity to accommodate organization-defined audit log retention requirements.,AU-4,,,,,,,
SV-235174r961860_rule,The MySQL Database Server 8.0 must off-load audit data to a separate log management facility; this must be continuous and in near real time for systems with a network connection to the storage facilit,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001851,"Transfer audit logs per organization-defined frequency to a different system, system component, or media than the system or system component conducting the logging.",AU-4 (1),,,,,,,
SV-235175r961398_rule,The MySQL Database Server 8.0 must provide a warning to appropriate support staff when allocated audit record storage volume reaches 75 percent of maximum audit record storage capacity.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001855,"Provide a warning to organization-defined personnel, roles, and/or locations within an organization-defined time period when allocated audit log storage volume reaches an organization-defined percenta",AU-5 (1),,,,,,,
SV-235176r961401_rule,The MySQL Database Server 8.0 must provide an immediate real-time alert to appropriate support staff of all audit log failures.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-001858,"Provide an alert in an organization-defined real-time-period to organization-defined personnel, roles, and/or locations when organization-defined audit failure events requiring real-time alerts occur.",AU-5 (2),,,,,,,
SV-235177r961521_rule,The MySQL Database Server 8.0 must prohibit the use of cached authenticators after an organization-defined time period.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002007,Prohibit the use of cached authenticators after an organization-defined time period.,IA-5 (13),,,,,,,
SV-235178r1018616_rule,The MySQL Database Server 8.0 must require users to reauthenticate when organization-defined circumstances or situations require reauthentication.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002038,The organization requires users to reauthenticate upon organization-defined circumstances or situations requiring reauthentication.,IA-11,,,,,,,
SV-235179r961317_rule,"The MySQL Database Server 8.0 must enforce discretionary access control policies, as defined by the data owner, over defined subjects and objects.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002165,Enforce organization-defined discretionary access control policies over defined subjects and objects.,AC-3 (4),3.1.1,,Access Control,AC.L1-3.1.1,AC.L2-3.1.1,,5
SV-235180r961359_rule,"Execution of software modules (to include stored procedures, functions, and triggers) with elevated privileges must be restricted to necessary cases only.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002233,Prevent the organization-defined software from executing at higher privilege levels than users executing the software.,AC-6 (8),3.1.5,,Access Control,,AC.L2-3.1.5,,5
SV-235181r961353_rule,"The MySQL Database Server 8.0 must prevent non-privileged users from executing privileged functions, to include disabling, circumventing, or altering implemented security safeguards/countermeasures.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002235,Prevent non-privileged users from executing privileged functions.,AC-6 (10),,,,,,,
SV-235182r961269_rule,The MySQL Database Server 8.0 must associate organization-defined types of security labels having organization-defined security label values with information in storage.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002262,Provide the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in storage.,AC-16 a,,,,,,,
SV-235183r961272_rule,The MySQL Database Server 8.0 must associate organization-defined types of security labels having organization-defined security label values with information in process.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002263,Provide the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in process.,AC-16 a,,,,,,,
SV-235184r961275_rule,The MySQL Database Server 8.0 must associate organization-defined types of security labels having organization-defined security label values with information in transmission.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002264,Provide the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in transmission.,AC-16 a,,,,,,,
SV-235185r961221_rule,The MySQL Database Server 8.0 must automatically terminate a user session after organization-defined conditions or trigger events requiring session disconnect.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002361,Automatically terminate a user session after organization-defined conditions or trigger events requiring session disconnect.,AC-12,3.1.11,,Access Control,,AC.L2-3.1.11,,5
SV-235186r961638_rule,The MySQL Database Server 8.0 must maintain the confidentiality and integrity of information during preparation for transmission.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002420,Maintain the confidentiality and/or integrity of information during preparation for transmission.,SC-8 (2),3.13.7,,System and Communications Protection,,SC.L2-3.13.7,,5
SV-235187r962034_rule,The MySQL Database Server 8.0 must use NSA-approved cryptography to protect classified information in accordance with the data owner's requirements.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-235188r961857_rule,The MySQL Database Server 8.0 must implement NIST FIPS 140-2 or 140-3 validated cryptographic modules to provision digital signatures.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-235189r961857_rule,The MySQL Database Server 8.0 must implement NIST FIPS 140-2 or 140-3 validated cryptographic modules to generate and validate cryptographic hashes.,high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-235190r961857_rule,"The MySQL Database Server 8.0 must implement NIST FIPS 140-2 or 140-3 validated cryptographic modules to protect unclassified information requiring confidentiality and cryptographic protection, in acc",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002450,Implement organization-defined types of cryptography for each specified cryptography use.,SC-13; SC-13 b,3.13.11,,System and Communications Protection,,SC.L2-3.13.11,,5
SV-235191r961596_rule,The MySQL Database Server 8.0 must only accept end entity certificates issued by DoD PKI or DoD-approved PKI Certification Authorities (CAs) for the establishment of all encrypted sessions.,medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002470,Only allow the use of organization-defined certificate authorities for verification of the establishment of protected sessions.,SC-23 (5),,,,,,,
SV-235192r1018560_rule,"The MySQL Database Server 8.0 must implement cryptographic mechanisms to prevent unauthorized modification of organization-defined information at rest (to include, at a minimum, PII and classified inf",high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002475,Implement cryptographic mechanisms to prevent unauthorized modification of organization-defined information at rest on organization-defined system components.,SC-28 (1),3.13.16,,System and Communications Protection,,SC.L2-3.13.16,,5
SV-235193r1018561_rule,The MySQL Database Server 8.0 must implement cryptographic mechanisms preventing the unauthorized disclosure of organization-defined information at rest on organization-defined information system comp,high,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002476,Implement cryptographic mechanisms to prevent unauthorized disclosure of organization-defined information at rest on organization-defined system components.,SC-28 (1),3.13.16,,System and Communications Protection,,SC.L2-3.13.16,,5
SV-235194r1001008_rule,"Security-relevant software updates to the MySQL Database Server 8.0 must be installed within the time period directed by an authoritative source (e.g., IAVM, CTOs, DTMs, and STIGs).",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002605,Install security-relevant software updates within an organization-defined time period of the release of the updates.,SI-2 c,3.14.1,,System and Information Integrity,SI.L1-3.14.1,SI.L2-3.14.1,,3
SV-235195r961656_rule,"When invalid inputs are received, the MySQL Database Server 8.0 must behave in a predictable and documented manner that reflects organizational and system objectives.",medium,U_Oracle_MySQL_8-0_STIG_V2R2_Manual-xccdf.xml,CCI-002754,Verify that the system behaves in a predictable and documented manner that reflects organizational and system objectives when invalid inputs are received.,SI-10 (3),,,,,,,
SV-235719r1007484_rule,User control of proxy settings must be disabled.,low,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-001414,Enforce approved authorizations for controlling the flow of information between connected systems based on organization-defined information flow control policies.,AC-4; AC-4.1 (iii),3.13.3,,System and Communications Protection,,SC.L2-3.13.3,,5
SV-235720r960852_rule,Bypassing Microsoft Defender SmartScreen prompts for sites must be disabled.,medium,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000870,Check media containing diagnostic and test programs for malicious code before the media are used in the system.,MA-3 (2); MA-3 (2).1,3.7.3,,Maintenance,,MA.L2-3.7.3,,1
SV-235721r960852_rule,Bypassing of Microsoft Defender SmartScreen warnings about downloads must be disabled.,medium,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000870,Check media containing diagnostic and test programs for malicious code before the media are used in the system.,MA-3 (2); MA-3 (2).1,3.7.3,,Maintenance,,MA.L2-3.7.3,,1
SV-235722r960852_rule,The list of domains for which Microsoft Defender SmartScreen will not trigger warnings must be allowlisted if used.,low,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000870,Check media containing diagnostic and test programs for malicious code before the media are used in the system.,MA-3 (2); MA-3 (2).1,3.7.3,,Maintenance,,MA.L2-3.7.3,,1
SV-235723r960864_rule,InPrivate mode must be disabled.,medium,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000166,Provide irrefutable evidence that an individual (or process acting on behalf of an individual) falsely denying having performed organization-defined actions to be covered by non-repudiation.,AU-10; AU-10.1,,3.3.1e,Audit and Accountability,,,AU.L3-3.3.1e,
SV-235724r960963_rule,Background processing must be disabled.,medium,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235725r960963_rule,The ability of sites to show pop-ups must be disabled.,medium,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235726r960963_rule,The default search provider must be set to use an encrypted connection.,medium,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235727r960963_rule,Data Synchronization must be disabled.,low,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
SV-235728r960963_rule,Network prediction must be disabled.,medium,U_MS_Edge_V2R3_STIG_Manual-xccdf.xml,CCI-000381,Configure the system to provide only organization-defined mission essential capabilities.,CM-7; CM-7 a; CM-7.1 (ii),3.4.6,,Configuration Management,,CM.L2-3.4.6,,3
