CCI_ID,NIST_53_Ref,Definition
CCI-001296,SI-6 (3),Report the results of security function verification to organization-defined personnel or roles.
CCI-001296,SI-6 (3).1 (ii),Report the results of security function verification to organization-defined personnel or roles.
CCI-001297,SI-7,The information system detects unauthorized changes to software and information.
CCI-001297,SI-7.1,The information system detects unauthorized changes to software and information.
CCI-001298,SI-7 (1),"The organization reassesses the integrity of software and information by performing, on an organization-defined frequency, integrity scans of the information system."
CCI-001298,SI-7 (1).1 (ii),"The organization reassesses the integrity of software and information by performing, on an organization-defined frequency, integrity scans of the information system."
CCI-001299,SI-7 (1),The organization defines the frequency of integrity scans to be performed on the information system.
CCI-001299,SI-7 (1).1 (i),The organization defines the frequency of integrity scans to be performed on the information system.
CCI-001300,SI-7 (2),Employ automated tools that provide notification to organization-defined personnel or roles upon discovering discrepancies during integrity verification.
CCI-001300,SI-7 (2).1,Employ automated tools that provide notification to organization-defined personnel or roles upon discovering discrepancies during integrity verification.
CCI-001301,SI-7 (3),Employ centrally managed integrity verification tools.
CCI-001301,SI-7 (3).1,Employ centrally managed integrity verification tools.
CCI-001302,SI-7 (4),The organization requires use of tamper-evident packaging for organization-defined information system components during organization-defined conditions.
CCI-001302,SI-7 (4).1 (iii),The organization requires use of tamper-evident packaging for organization-defined information system components during organization-defined conditions.
CCI-001303,SI-7 (4),The organization defines information system components that require tamper-evident packaging.
CCI-001303,SI-7 (4).1 (i),The organization defines information system components that require tamper-evident packaging.
CCI-001304,SI-7 (4),"The organization defines conditions (i.e., transportation from vendor to operational site, during operation, both) under which tamper-evident packaging must be used for organization-defined informatio"
CCI-001304,SI-7 (4).1 (ii),"The organization defines conditions (i.e., transportation from vendor to operational site, during operation, both) under which tamper-evident packaging must be used for organization-defined informatio"
CCI-001305,SI-8 a,"The organization employs spam protection mechanisms at information system entry and exit points to detect and take action on unsolicited messages transported by electronic mail, electronic mail attach"
CCI-001305,SI-8.1 (i),"The organization employs spam protection mechanisms at information system entry and exit points to detect and take action on unsolicited messages transported by electronic mail, electronic mail attach"
CCI-001306,SI-8 b,The organization updates spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.
CCI-001306,SI-8.1 (iii),The organization updates spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.
CCI-001307,SI-8 (1),The organization centrally manages spam protection mechanisms.
CCI-001307,SI-8 (1).1,The organization centrally manages spam protection mechanisms.
CCI-001308,SI-8 (2),Automatically update spam protection mechanisms on an organization-defined frequency.
CCI-001308,SI-8 (2).1,Automatically update spam protection mechanisms on an organization-defined frequency.
